id,title,image_url,artist,year,medium,collection,current_location,creation_location,height,width
869,Andromache Mourning Hector,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20Andromache%20Mourning%20Hector%20-%20WGA6050.jpg,Jacques-Louis David,1782,canvas,Department of Paintings of the Louvre,Room 702,Unknown,275,203
596,Composition VIII (The Cow),http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20doesburg%20de%20koe.jpg,Theo van Doesburg,1918,oil paint,Museum of Modern Art,Museum of Modern Art,Unknown,37.5,63.5
62,Susanna and the Elders,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20Altdorfer%20-%20Susanna%20und%20die%20beiden%20Alten.jpg,Albrecht Altdorfer,1526,oil paint,Bavarian State Painting Collections,Alte Pinakothek,Unknown,74.8,61.2
273,La Belle Ferronnière,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Belle%20Ferroni%C3%A8re%20-%20Google%20Arts.jpg,Leonardo da Vinci,1495,panel,Department of Paintings of the Louvre,Room 710,Milan,63,45
1305,Dead Christ Supported by Two Angels,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20Bellini%20-%20Dead%20Christ%20Supported%20by%20Two%20Angels%2C%20c1470-1475%20-Gem%C3%A4ldegalerie%2C%20Berlin.jpg,Giovanni Bellini,1472,tempera,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,83,68
1244,The Annunciation,http://commons.wikimedia.org/wiki/Special:FilePath/Lorenzo%20di%20credi%2C%20annunciazione%201480%2001.jpg,Lorenzo di Credi,1480,panel,Uffizi Gallery,Uffizi Gallery,Unknown,88,71
279,The Plum,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20The%20Plum%20-%20National%20Gallery%20of%20Art.jpg,Édouard Manet,1878,canvas,National Gallery of Art,National Gallery of Art,Unknown,73.6,50.2
1031,The Death of Seneca,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20The%20Death%20of%20Seneca%20-%20WGA06041.jpg,Jacques-Louis David,1773,canvas,Musée des Beaux-Arts de la ville de Paris,Petit Palais,Unknown,43,53
695,The Nativity,http://commons.wikimedia.org/wiki/Special:FilePath/Piero%20della%20Francesca%20041.jpg,Piero della Francesca,1480,oil paint,National Gallery,National Gallery,Unknown,124,123
369,Solly Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Raffael%20%281483%20-%201520%29%20-%20The%20Virgin%20and%20Child%20-%20Solly%20Madonna%20-%20141%20-%20Gem%C3%A4ldegalerie.jpg,Raphael,1500,paint,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,52,38
1219,Dancer Posing for a Photographer (Dancer in Front of the Window),http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Germain%20Hilaire%20Degas%20020.jpg,Edgar Degas,1875,canvas,Pushkin Museum of Fine Arts,Pushkin Museum of Fine Arts,Unknown,65,50
37,Venus of Urbino,http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%27s%20Venere%20di%20Urbino%20%28from%20The%20History%20BLog%29.jpg,Titian,1538,oil paint,Uffizi Gallery,Uffizi Gallery,Venice,119,165.5
736,The Fish Market,http://commons.wikimedia.org/wiki/Special:FilePath/Adriaen%20van%20Ostade%20038.jpg,Adriaen van Ostade,1659,oil paint,Department of Paintings of the Louvre,Room 852,Haarlem,41.5,36.5
1004,Martinique Landscape,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Martinique%20Landscape%20-%20NG%202220%20-%20National%20Galleries%20of%20Scotland.jpg,Paul Gauguin,1887,canvas,National Galleries Scotland,Scottish National Gallery,Unknown,117,89.8
663,The Fight Between Carnival and Lent,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20d.%20%C3%84.%20066.jpg,Pieter Brueghel the Elder,1559,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,118,164.5
1095,Terraced Village,http://commons.wikimedia.org/wiki/Special:FilePath/%28Barcelona%29%20Poble%20escalonat%20-%20Joaquim%20Mir%20-%20Museu%20Nacional%20d%27Art%20de%20Catalunya.jpg,Joaquín Mir Trinxet,1909,canvas,Museu Nacional d'Art de Catalunya,Museu Nacional d'Art de Catalunya,Unknown,121,64
945,Portrait of a Young woman with a Winged Bonnet,http://commons.wikimedia.org/wiki/Special:FilePath/Rogier%20van%20der%20Weyden%20%281399%20-%201464%29%20-%20Portrait%20of%20a%20Young%20Woman%20with%20a%20White%20Headdress%20-%20545D%20-%20Gem%C3%A4ldegalerie.jpg,Rogier van der Weyden,1440,oil paint,Gemäldegalerie Berlin,"Paintings in the Gemäldegalerie, Berlin - Room IV",City of Brussels,49.3,32.9
548,Judith and Her Maidservant,http://commons.wikimedia.org/wiki/Special:FilePath/Gentileschi%20judith1.jpg,Artemisia Gentileschi,1610,canvas,Galleria Palatina,Palazzo Pitti,Unknown,114,93.5
1059,Apotheosis of Saint Gaetano Thieme,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20Battista%20Tiepolo%20-%20The%20Apotheosis%20of%20St%20Gaetano%20Thiene%20%28Santa%20Maria%20Maddalena%2C%20Rampazzo%29.jpg,Giovanni Battista Tiepolo,1757,canvas,Santa Maria Maddalena,Santa Maria Maddalena,Unknown,210,119
689,Banderillas en el campo,http://commons.wikimedia.org/wiki/Special:FilePath/Banderillas%20en%20el%20campo%20por%20Francisco%20de%20Goya.jpg,Francisco Goya,1793,tin,Masaveu collection,Oviedo,Unknown,43,32
739,Equestrian Portrait of the Count-Duke of Olivares,http://commons.wikimedia.org/wiki/Special:FilePath/Vel%C3%A1zquez%20-%20Conde%20Duque%20de%20Olivares%20%28Museo%20del%20Prado%2C%201634-35%29.jpg,Diego Velázquez,1636,oil paint,Museo del Prado,Prado Hall 012,Unknown,313,239
192,Girl with a Pearl Earring,http://commons.wikimedia.org/wiki/Special:FilePath/1665%20Girl%20with%20a%20Pearl%20Earring.jpg,Johannes Vermeer,1665,canvas,Mauritshuis,Mauritshuis,Unknown,44.5,39
457,Saint Herculanus and Saint James the Great,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat87d.jpg,Pietro Perugino,1450,wood,Museum of Fine Arts of Lyon,Museum of Fine Arts of Lyon,Unknown,173,94
394,Charles IV in Red,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20IV%20de%20rojo.jpg,Francisco Goya,1789,canvas,Museo del Prado,Museo del Prado,Unknown,127.3,94.3
676,Children's Games,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20the%20Elder%20-%20Children%E2%80%99s%20Games%20-%20Google%20Art%20Project.jpg,Pieter Brueghel the Elder,1560,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,118,161
761,Eiffel Tower with Trees,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Delaunay%20-%20Eiffel%20Tower%20with%20Trees%20-%201910%20-%20Solomon%20R.%20Guggenheim%20Museum.jpg,Robert Delaunay,1910,oil paint,Solomon R. Guggenheim Museum,Solomon R. Guggenheim Museum,Unknown,126.4,92.8
1303,Lamentation over the Dead Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Accademia%20-%20Cristo%20in%20piet%C3%A0%20sostenuto%20dalla%20Madonna%2C%20Nicodemo%20e%20san%20Giovanni%20Evangelista%20con%20le%20Marie%20-%20Cima%20da%20Conegliano.jpg,Giovanni Battista Cima da Conegliano,1503,oil paint,Gallerie dell'Accademia,Gallerie dell'Accademia,Unknown,500,250
729,The Last Judgment,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20Angelico%20%E2%80%94%20The%20Last%20Judgment.jpg,Fra Angelico,1431,tempera,Museum of San Marco,Museum of San Marco,Unknown,105,210
420,The Adoration of the Shepherds,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Adoration%20of%20the%20Shepherds%20-%20Matthias%20Stom%20%28Stomer%29%20-%20Google%20Cultural%20Institute.jpg,Matthias Stom,1635,oil paint,North Carolina Museum of Art,North Carolina Museum of Art,Unknown,113.7,161.6
376,Venus and Adonis,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20-%20Venus%20and%20Adonis.jpeg,Titian,1554,oil paint,Museo del Prado,Museo del Prado,Unknown,186,207
413,The Night Café in Arles,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20072.jpg,Paul Gauguin,1888,oil paint,Pushkin Museum of Fine Arts,Pushkin Museum of Fine Arts,Arles,72,92
75,The Night Watch,http://commons.wikimedia.org/wiki/Special:FilePath/La%20ronda%20de%20noche%2C%20por%20Rembrandt%20van%20Rijn.jpg,Rembrandt,1642,canvas,Rijksmuseum,Nightwatch hall,Amsterdam,363,437
1240,"Napoleon at the Battle of Rivoli (January 14, 1797)",http://commons.wikimedia.org/wiki/Special:FilePath/Napoleon%20at%20the%20Battle%20of%20Rivoli.jpg,Henri Félix Emmanuel Philippoteaux,1844,canvas,Museum of the History of France,Galerie des Batailles,Unknown,465,543
1042,The Comtesse Daru,http://commons.wikimedia.org/wiki/Special:FilePath/Comtesse%20Daru%20-%20David%201810.jpg,Jacques-Louis David,1810,oil paint,The Frick Collection,The Frick Collection,Unknown,81.6,65.1
501,The Apotheosis of Homer,http://commons.wikimedia.org/wiki/Special:FilePath/Hom%C3%A8re%20d%C3%A9ifi%C3%A9%2C%20dit%20aussi%20L%27apoth%C3%A9ose%20d%27Hom%C3%A8re%20-%20Jean-Auguste%20Dominique%20Ingres%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%205417%20%3B%20C%20196.jpg,Jean-Auguste-Dominique Ingres,1827,canvas,Department of Paintings of the Louvre,Room 702,Unknown,386,512
826,The Elevation of the Cross,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Paul%20Rubens%20%281577-1640%29%20De%20kruisoprichting%20-%20Onze-Lieve-Vrouwekathedraal%20%28Antwerpen%29%2012-07-2010%2014-49-48.JPG,Peter Paul Rubens,1610,oil paint,Onze-Lieve-Vrouwekathedraal,St Walburga Church,Unknown,460,430
984,Madonna and Child with Saint Anne,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20and%20Child%20with%20St.%20Anne-Caravaggio%20%28c.%201605-6%29.jpg,Caravaggio,1605,canvas,Galleria Borghese,Galleria Borghese,Unknown,292,211
617,Isaac Blessing Jacob,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Isaac%20Stories%20-%20Scenes%20from%20the%20Old%20Testament%20-%20Isaac%20Blessing%20Jacob%20-%20WGA14569.jpg,Isaac Master,1291,fresco,Basilica of San Francesco d'Assisi,Upper Basilica of San Francesco d'Assisi,Unknown,300,300
115,Ritratto di Lunia Czechowska con ventaglio,http://commons.wikimedia.org/wiki/Special:FilePath/Amedeo%20Modigliani%20028.jpg,Amedeo Modigliani,1919,oil paint,Musée d'art moderne de Paris,Palais de Tokyo,Unknown,100,65
418,The Seine at Bougival,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Sisley%20018.jpg,Alfred Sisley,1876,canvas,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,45,61
602,Carnaval Boulevard des Capucines,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20009.jpg,Claude Monet,1873,oil paint,Pushkin Museum of Fine Arts,Pushkin Museum of Fine Arts,Unknown,60,80
605,The Seven Works of Mercy,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Seven%20Works%20of%20Mercy-Caravaggio%20%281607%29.jpg,Caravaggio,1607,oil paint,Pio Monte della Misericordia,Pio Monte della Misericordia,Unknown,390,70
1024,El Juicio de Paris,http://commons.wikimedia.org/wiki/Special:FilePath/Enrique%20Simonet%20-%20El%20Juicio%20de%20Paris%20-%201904.jpg,Enrique Simonet,1904,canvas,Museo de Málaga,Museo de Málaga,Unknown,215,331
90,Germania,http://commons.wikimedia.org/wiki/Special:FilePath/Philipp%20Veit%20008.jpg,Philipp Veit,1836,oil paint,Städel Museum,Städel Museum,Unknown,285,192
849,Cows Red Green Yellow,http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Marc%20-%20K%C3%BChe%2C%20rot%2C%20gr%C3%BCn%2C%20gelb%20-%20G%2013140%20-%20Lenbachhaus.jpg,Franz Marc,1912,canvas,Lenbachhaus,Lenbachhaus,Unknown,62,88
1011,Self Portrait with Two Circles,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Self-portrait%20%28Kenwood%29.jpg,Rembrandt,1665,canvas,"Iveagh Bequest, 1929",Kenwood House,Unknown,114.3,94
1267,A Hunting Scene,http://commons.wikimedia.org/wiki/Special:FilePath/Piero%20di%20cosimo%2C%20scena%20di%20caccia%202.jpg,Piero di Cosimo,1500,panel,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,70.5,169.5
754,The Crowning with Thorns,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Crowning%20with%20Thorns-Caravaggio%20%281602%29.jpg,Caravaggio,1602,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,1270,1655
499,Christ's Entry Into Brussels in 1889,http://commons.wikimedia.org/wiki/Special:FilePath/Christ%27s%20Entry%20into%20Brussels%20in%201889.jpg,James Ensor,1888,oil paint,J. Paul Getty Museum,Getty Center,Unknown,253,431
1050,Arrival of the Pilgrims in Cologne,http://commons.wikimedia.org/wiki/Special:FilePath/Carpaccio%2C%20Vittore%20-%20Arrivo%20a%20Colonia.jpg,Vittore Carpaccio,1490,tempera,Gallerie dell'Accademia,Gallerie dell'Accademia - Hall XXI,Unknown,280,255
1056,Triptych,http://commons.wikimedia.org/wiki/Special:FilePath/Cosm%C3%A8%20tura%2C%20ante%20dell%27organo%20del%20duomo%20di%20ferrara%2C%201469%2C%2002.JPG,Cosimo Tura,1469,tempera,Ferrara Cathedral Museum,Ferrara Cathedral Museum,Unknown,349,152
1054,Martelli Annunciation,http://commons.wikimedia.org/wiki/Special:FilePath/Filippo%20lippi%2C%20annunciazione%20martelli%2C%201440%2C%2000.jpg,Filippo Lippi,1445,wood,Basilica of San Lorenzo,Basilica of San Lorenzo,Unknown,175,183
12,Blue Nude,http://commons.wikimedia.org/wiki/Special:FilePath/Nu%20bleu%20%28souvenir%20de%20Biskra%29%2C%20par%20Henri%20Matisse.jpg,Henri Matisse,1907,oil paint,Baltimore Museum of Art,Baltimore Museum of Art,Unknown,92.1,140.3
397,Virgin of the Councillors,http://commons.wikimedia.org/wiki/Special:FilePath/Dalmau%20Mare%20de%20Deu%20dels%20Consellers.jpg,Lluís Dalmau,1445,tempera,Museu Nacional d'Art de Catalunya,Museu Nacional d'Art de Catalunya,Unknown,311,311.5
922,Masked Ball at the Opera,http://commons.wikimedia.org/wiki/Special:FilePath/Masked%20Ball%20at%20the%20Opera%20%281873%29%20Edouard%20Manet%20%28National%20Gallery%20of%20Art%2C%20Washington%20D.C.%29.jpg,Édouard Manet,1873,canvas,National Gallery of Art,National Gallery of Art,Unknown,59.1,72.5
556,The Story of Virginia,http://commons.wikimedia.org/wiki/Special:FilePath/VirginiaBotticelli.jpg,Sandro Botticelli,1501,tempera,Accademia Carrara,Accademia Carrara,Unknown,85,165
43,Street Singer,http://commons.wikimedia.org/wiki/Special:FilePath/Stra%C3%9Fens%C3%A4ngerin%20%281862%29%20-%20Edouard%20Manet%20%28Museum%20of%20Fine%20Arts%2C%20Boston%29.jpg,Édouard Manet,1862,canvas,Museum of Fine Arts Boston,Museum of Fine Arts Boston,Unknown,171.1,105.8
842,Morning in a Pine Forest,http://commons.wikimedia.org/wiki/Special:FilePath/Shishkin%2C%20Ivan%20-%20Morning%20in%20a%20Pine%20Forest.jpg,Konstantin Savitsky,1889,oil paint,Tretyakov Gallery,Tretyakov Gallery,Unknown,139,213
168,Dresden Triptych,http://commons.wikimedia.org/wiki/Special:FilePath/Gem%C3%A4ldegalerie%20Alte%20Meister%20%28Dresden%29%20Galeriewerk%20Braun%201836a.jpg,Jan van Eyck,1437,oak panel,Staatliche Kunstsammlungen Dresden,Gemäldegalerie Alte Meister,Unknown,330,275
417,Composition X,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20compositie%20X%201918.jpg,Theo van Doesburg,1918,oil paint,National Museum of Modern Art,National Museum of Modern Art,Unknown,64,43
577,Effect of Snow on Petit-Montrouge,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Manet%20-%20Effet%20de%20neige%20%C3%A0%20Petit%E2%80%93Montrouge.jpg,Édouard Manet,1870,oil paint,Amgueddfa Cymru – Museum Wales,National Museum Cardiff,Unknown,59.7,49.7
835,Madonna in Glory with Seraphim,http://commons.wikimedia.org/wiki/Special:FilePath/Botticelli%2C%20Madonna%20in%20Glory%20with%20Seraphim%2C%201469%2C%20Uffizi.jpg,Sandro Botticelli,1469,tempera,Uffizi Gallery,Uffizi Gallery,Unknown,120,65
268,Lamentation over the Dead Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Piet%C3%A0%20Botticelli%20%28Monaco%29.jpg,Sandro Botticelli,1490,tempera,Bavarian State Painting Collections,piazza Ognissanti,Unknown,140,207
991,Saint Jerome in His Study,http://commons.wikimedia.org/wiki/Special:FilePath/Antonello%20da%20Messina%20-%20St%20Jerome%20in%20his%20study%20-%20National%20Gallery%20London.jpg,Antonello da Messina,1474,oil paint,National Gallery,National Gallery,Unknown,45.7,36.2
427,Trinity Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/Hugo%20van%20der%20Goes%20-%20The%20Trinity%20Altarpiece.jpg,Hugo van der Goes,1478,oak panel,National Galleries Scotland,Scottish National Gallery,Unknown,202,100.5
691,Albertine i politilægens venteværelse,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Krohg%20-%20Albertine%20to%20See%20the%20Police%20Surgeon%20-%20NG.M.00776%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg,Christian Krohg,1880,canvas,"National Museum of Art, Architecture and Design",National Gallery of Norway,Unknown,211,326
545,Saint Jerome Writing,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20Saint%20Jerome%20in%20his%20study%20-%20Oratory%20of%20St%20John%20the%20Baptist%2C%20St%20John%E2%80%99s%20Co-Cathedral%2C%20Valletta.jpg,Caravaggio,1607,canvas,Heritage Malta,St. John's Co-Cathedral,Unknown,112,157
1241,"Corner of the harbour, Honfleur",http://commons.wikimedia.org/wiki/Special:FilePath/1886%20Seurat%20Hafen%20von%20Honfleur%20anagoria.JPG,Georges Seurat,1886,oil paint,Kröller-Müller Museum,Kröller-Müller Museum,Unknown,81,65
675,Still Life with Bible,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Gogh%20-%20Stillleben%20mit%20Bibel.jpeg,Vincent van Gogh,1885,oil paint,Van Gogh Museum,Van Gogh Museum,Nuenen,65.7,78.5
690,Avenue of Poplars near Moret-sur-Loing,http://commons.wikimedia.org/wiki/Special:FilePath/All%C3%A9e%20de%20peupliers%20aux%20environs%20de%20Moret-sur-Loing.jpg,Alfred Sisley,1890,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,65,81
1168,Miracle of St. Ambrogio,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20Filippo%20Lippi%20001.jpg,Filippo Lippi,1444,paint,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,28,51
852,Portrait of Frédéric Bazille Painting,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20-%20Fr%C3%A9d%C3%A9ric%20Bazille.jpg,Pierre-Auguste Renoir,1867,oil paint,Musée d'Orsay,Musée Fabre,Paris,105,73.5
1296,Ancient Rome; Agrippina Landing with the Ashes of Germanicus,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Mallord%20William%20Turner%20-%20Ancient%20Rome%3B%20Agrippina%20Landing%20with%20the%20Ashes%20of%20Germanicus%20-%20Google%20Art%20Project.jpg,J. M. W. Turner,1837,canvas,Tate,Tate Britain,Unknown,121.9,91.4
160,Lady Writing a Letter with her Maid,http://commons.wikimedia.org/wiki/Special:FilePath/Woman%20writing%20a%20letter%2C%20with%20her%20maid%2C%20by%20Johannes%20Vermeer.jpg,Johannes Vermeer,1670,canvas,National Gallery of Ireland,National Gallery of Ireland,Unknown,71.1,58.4
1085,St. Ildefonso Receiving the Chasuble from the Virgin,http://commons.wikimedia.org/wiki/Special:FilePath/St%20Ildefonso%20Receiving%20the%20Chasuble%20from%20the%20Virgin%20by%20Diego%20Vel%C3%A1zquez.jpg,Diego Velázquez,1623,oil paint,Focus-Abengoa Foundation,Focus-Abengoa Foundation,Madrid,166,120
258,The Fortune Teller,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20de%20La%20Tour%20016.jpg,Georges de La Tour,1630,oil paint,Metropolitan Museum of Art,Metropolitan Museum of Art,Duchy of Lorraine,101.9,123.5
1035,The death of young Bara,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Calvet%20DAVID%20Jacques-Louis%20Mort%20de%20Bara%201794.jpg,Jacques-Louis David,1794,oil paint,Calvet Museum,Calvet Museum,Unknown,119,156
336,Portrait of Ferdinando Brandani,http://commons.wikimedia.org/wiki/Special:FilePath/Ferdinando%20Brandani%20by%20Diego%20Vel%C3%A1zquez.jpg,Diego Velázquez,1650,oil paint,Museo del Prado,Museo del Prado,Unknown,50.5,47
1245,"Battle of Lens, August 20, 1648",http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20Lens.jpeg,Jean-Pierre Franque,1835,oil paint,Museum of the History of France,Galerie des Batailles,Unknown,465,543
16,The Mocking of Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Mathis%20Gothart%20Gr%C3%BCnewald%20062.jpg,Matthias Grünewald,1504,oil paint,Bavarian State Painting Collections,Alte Pinakothek,Unknown,109,73.5
516,Adoration of the Magi,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat06.jpg,Pietro Perugino,1470,panel,National Gallery of Umbria,National Gallery of Umbria,Unknown,241,180
325,Madonna with child and two female saints,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Vannucci%2C%20gen.%20Perugino%2C%20%2C%20Kunsthistorisches%20Museum%20Wien%2C%20Gem%C3%A4ldegalerie%20-%20Maria%20mit%20Kind%20und%20den%20Hll.%20Rosa%20%28%5E%29%20und%20Katharina%20%28%5E%29%20-%20GG%20132%20-%20Kunsthistorisches%20Museum.jpg,Pietro Perugino,1493,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,86.5,63
769,Fortitude,http://commons.wikimedia.org/wiki/Special:FilePath/Sandro%20Botticelli%20-%20Fortitudo%20-%20Uffizi.jpg,Sandro Botticelli,1470,panel,Uffizi Gallery,Uffizi Gallery,Unknown,167,87
608,Saint Catherine of Alexandria,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Catherine%20of%20Alexandria%20%28Caravaggio%29.jpg,Caravaggio,1598,oil paint,Thyssen-Bornemisza Museum,Thyssen-Bornemisza Museum,Unknown,173,133
1166,The Disputation with Simon Magus and the Crucifixion of Peter,http://commons.wikimedia.org/wiki/Special:FilePath/Filippino%20lippi%2C%20crocifissione%20di%20san%20pietro%2C%20cappella%20brancacci%2C%201482-85.jpg,Filippino Lippi,1481,fresco,Brancacci Chapel,Brancacci Chapel,Brancacci Chapel,230,598
968,Young Spanish Nobleman,http://commons.wikimedia.org/wiki/Special:FilePath/Young%20Spanish%20Nobleman%20by%20Vel%C3%A1zquez%20%281631%29%20-%20Alte%20Pinakothek%20-%20Munich%20-%20Germany%202017.jpg,Diego Velázquez,1629,oil paint,Bavarian State Painting Collections,Alte Pinakothek,Unknown,89.2,69.5
902,Philip IV as a Huntsman,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Rodr%C3%ADguez%20Vel%C3%A1zquez%20-%20Felipe%20IV%2C%20cazador%20%28Prado%2C%20Madrid%29.jpg,Diego Velázquez,1632,canvas,Museo del Prado,Museo del Prado,Unknown,189,124
223,The Farmers' Lunch,http://commons.wikimedia.org/wiki/Special:FilePath/Tavern%20Scene%20with%20Two%20Men%20and%20a%20Girl%204a61eaa.jpg,Diego Velázquez,1618,oil paint,"Museum of Fine Arts, Budapest","Museum of Fine Arts, Budapest",Unknown,96,112
180,Diana Bathing with her Nymphs with Actaeon and Callisto,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%2C%20Harmenszoon%20van%20Rijn%20-%20Diana%20mit%20Akt%C3%A4on%20und%20Kallisto%20-%20c.1634-1635.jpg,Rembrandt,1634,oil paint,http://www.wikidata.org/.well-known/genid/816347b7d57c7baa43b9adb05a6ad7cc,Burg Anholt,Unknown,73.5,93.5
946,Portrait of a Man,http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20Mantegna%20-%20Portrait%20d%27homme.jpg,Andrea Mantegna,1460,tempera,National Gallery of Art,National Gallery of Art,Unknown,24.2,19.1
100,Rokeby Venus,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20-%20Rokeby%20Venus.jpg,Diego Velázquez,1644,canvas,National Gallery,National Gallery,Unknown,122.5,175
837,Gismonda,http://commons.wikimedia.org/wiki/Special:FilePath/Mucha%20-%20Gismonda.jpg,Alphonse Mucha,1894,canvas,National Gallery Prague,Trade Fair Palace,Unknown,198,67
758,Three Musicians,http://commons.wikimedia.org/wiki/Special:FilePath/Stamp%20of%20India%20-%201982%20-%20Colnect%20169274%20-%20Picasso%20-%20Three%20Musicians.jpeg,Pablo Picasso,1921,canvas,Museum of Modern Art,Museum of Modern Art,Unknown,79,222.9
522,Adoration of the Magi,http://commons.wikimedia.org/wiki/Special:FilePath/Adoration%20of%20the%20Magi%20Spedale%20degli%20Innocenti.jpg,Domenico Ghirlandaio,1485,canvas,Museo degli Innocenti,Hospital of Innocents,Unknown,285,240
762,Agony in the Garden,http://commons.wikimedia.org/wiki/Special:FilePath/Antonio%20Allegri%2C%20called%20Correggio%20-%20The%20Agony%20in%20the%20Garden%20-%20WM.1585-1948%20-%20Apsley%20House.jpg,Antonio da Correggio,1525,oil paint,Apsley House,Apsley House,Unknown,40,42.2
23,Madonna with the Long Neck,http://commons.wikimedia.org/wiki/Special:FilePath/Parmigianino%20-%20Madonna%20and%20Child%20with%20Angels%2C%20known%20as%20the%20Madonna%20with%20the%20Long%20Neck.jpg,Parmigianino,1530,panel,Uffizi Gallery,Uffizi Gallery,Unknown,219,132
357,Flaming June,http://commons.wikimedia.org/wiki/Special:FilePath/Flaming%20June%2C%20by%20Frederic%20Lord%20Leighton%20%281830-1896%29.jpg,Frederic Leighton,1895,oil paint,Museo de Arte de Ponce,Museo de Arte de Ponce,Unknown,119.1,119.1
734,The Massacre of the Triumvirs,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Massacre%20des%20Triumvirs%20mus%C3%A9e%20dep%20beauvais.JPG,Niccolò dell'Abbate,1562,canvas,Musée départemental de l'Oise,Musée départemental de l'Oise,Unknown,141,175
1100,The Burial of the Sardine,http://commons.wikimedia.org/wiki/Special:FilePath/GOYA%20-%20Entierro%20de%20la%20Sardina%20%28Real%20Academia%20de%20Bellas%20Artes%20de%20San%20Fernando%2C%201812-14%29.jpg,Francisco Goya,1900,panel,Royal Academy of Fine Arts of San Fernando,Royal Academy of Fine Arts of San Fernando,Unknown,80,60
1227,Bataille de Lawfeld,http://commons.wikimedia.org/wiki/Special:FilePath/Bataille%20de%20Lawfeld%2C%202%20juillet%201747.jpeg,Auguste Couder,1836,oil paint,Museum of the History of France,Galerie des Batailles,Unknown,465,543
