id,title,image_url,artist,year,medium,collection,current_location,creation_location,height,width
312,Equestrienne (At the Cirque Fernando),http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20de%20Toulouse-Lautrec%20-%20Equestrienne%20%28At%20the%20Cirque%20Fernando%29%20-%201925.523%20-%20Art%20Institute%20of%20Chicago.jpg,Henri de Toulouse-Lautrec,1888,canvas,Art Institute of Chicago,Art Institute of Chicago,Unknown,98,161
742,Madonna and Child,http://commons.wikimedia.org/wiki/Special:FilePath/Jacopo%20bellini%2C%20madonna%20col%20bambino%2C%20uffizi.jpg,Jacopo Bellini,1450,panel,Uffizi Gallery,Uffizi Gallery,Unknown,69,49
1306,Dead Christ Held by Two Angels,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Christ%20mort%20soutenu%20par%20deux%20anges%20-%20Marco%20Palmezzano%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20MI%20680.jpg,Marco Palmezzano,1510,oil paint,Department of Paintings of the Louvre,Room 710,Unknown,81,79
216,Saint Agatha,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Zurbar%C3%A1n%20031.jpg,Francisco de Zurbarán,1630,oil paint,Musée Fabre,Musée Fabre,Unknown,127,60
1034,Composition XVIII in Three Parts,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20Composition%20XVIII%20in%20three%20parts.jpg,Theo van Doesburg,1920,canvas,Kröller-Müller Museum,Kröller-Müller Museum,Unknown,35,35
28,Cypresses,http://commons.wikimedia.org/wiki/Special:FilePath/Cypresses%20MET%20DP130999.jpg,Vincent van Gogh,1889,oil paint,Metropolitan Museum of Art,Metropolitan Museum of Art,Saint-Rémy-de-Provence,93.4,74
1319,Baptism of Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20%E2%80%94%20Baptism%20of%20Christ.jpg,Titian,1511,panel,Capitoline Museums,Capitoline Museums,Unknown,115,89
725,The Chord,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Antoine%20Watteau%20-%20Le%20donneur%20de%20s%C3%A9r%C3%A9nades%20%28Mezetin%29%20-%20Google%20Art%20Project.jpg,Jean-Antoine Watteau,1715,oil paint,Condé Museum,Condé Museum,Unknown,240,175
595,Adoration of the Magi,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20-%20Adorazione%20dei%20Magi%20-%20Google%20Art%20Project.jpg,Albrecht Dürer,1504,panel,Uffizi Gallery,Uffizi Gallery,Wittenberg,99,113.5
652,"Cardinal-Infante Ferdinand of Austria, in Hunting Dress",http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20-%20Retrato%20del%20Cardinal-Infante%20Fernando%20de%20Austria.jpg,Diego Velázquez,1632,oil paint,Museo del Prado,Prado Hall 012,Unknown,191,107
667,The Gloomy Day,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Gloomy%20Day%20%28Bruegel%29.jpg,Pieter Brueghel the Elder,1565,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,118,163
257,Dusk,http://commons.wikimedia.org/wiki/Special:FilePath/William-Adolphe%20Bouguereau%20%281825%E2%80%931905%29%20-%20Le%20Cr%C3%A9puscule%20%281882%29.jpg,William-Adolphe Bouguereau,1882,canvas,National Museum of Fine Arts of Cuba,National Museum of Fine Arts of Cuba,Unknown,207.5,108
26,The Lament for Icarus,http://commons.wikimedia.org/wiki/Special:FilePath/Herbert%20Draper%20-%20The%20Lament%20for%20Icarus%20-%20Google%20Art%20Project.jpg,Herbert James Draper,1898,oil paint,National Gallery,Tate Britain,Unknown,155.6,182.9
337,The Family of Philip V,http://commons.wikimedia.org/wiki/Special:FilePath/La%20familia%20de%20Felipe%20V%20%28Van%20Loo%29.jpg,Louis-Michel van Loo,1743,oil paint,Museo del Prado,Museo del Prado,Unknown,408,520
48,The Clubfoot,http://commons.wikimedia.org/wiki/Special:FilePath/El%20patizambo%2C%20por%20Jos%C3%A9%20de%20Ribera.jpg,Jusepe de Ribera,1642,oil paint,Department of Paintings of the Louvre,Louvre storage (depot),Unknown,164,93.5
107,The Jewish Bride,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz.%20van%20Rijn%20-%20Portret%20van%20een%20paar%20als%20oudtestamentische%20figuren%2C%20genaamd%20%27Het%20Joodse%20bruidje%27%20-%20Google%20Art%20Project.jpg,Rembrandt,1667,canvas,Amsterdam Museum,collection Adriaan van der Hoop,Unknown,121.5,166.5
980,Adoration of the Shepherds,http://commons.wikimedia.org/wiki/Special:FilePath/Hugo%20van%20der%20Goes%20-%20The%20Adoration%20of%20the%20Shepherds%20-%20Google%20Art%20Project.jpg,Hugo van der Goes,1480,oak panel,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,97,245
56,The Old Musician,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Manet%20-%20Le%20Vieux%20Musicien.jpg,Édouard Manet,1862,canvas,National Gallery of Art,National Gallery of Art,Unknown,187.4,248.2
1201,Adam,http://commons.wikimedia.org/wiki/Special:FilePath/Hubert%20van%20Eyck%20015.jpg,Jan van Eyck,1432,oak panel,St Bavo's Cathedral,St Bavo's Cathedral,Unknown,212.9,33.2
214,Salome receiving the head of John the Baptist,http://commons.wikimedia.org/wiki/Special:FilePath/Guercino%20Salom%C3%A8.jpg,Guercino,1637,canvas,Department of Paintings of the Louvre,Museum of Fine Arts of Rennes,Unknown,139,167
121,The Evil Mothers,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20Segantini%20-%20Die%20b%C3%B6sen%20M%C3%BCtter%20-%20485%20-%20%C3%96sterreichische%20Galerie%20Belvedere.jpg,Giovanni Segantini,1894,oil paint,Belvedere,Belvedere,Unknown,105,200
1213,Girl Arranging Her Hair,http://commons.wikimedia.org/wiki/Special:FilePath/Cassatt%20Mary%20Girl%20Arranging%20Her%20Hair%201886.jpg,Mary Cassatt,1886,canvas,National Gallery of Art,National Gallery of Art,Unknown,75.1,62.5
932,An Experiment on a Bird in the Air Pump,http://commons.wikimedia.org/wiki/Special:FilePath/An%20Experiment%20on%20a%20Bird%20in%20an%20Air%20Pump%20by%20Joseph%20Wright%20of%20Derby%2C%201768.jpg,Joseph Wright of Derby,1768,canvas,National Gallery,National Gallery,Unknown,483,586
73,Woman with a Mirror,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20d%27une%20Femme%20%C3%A0%20sa%20Toilette%2C%20by%20Titian%2C%20from%20C2RMF%20retouched.jpg,Titian,1515,canvas,Department of Paintings of the Louvre,"Salle des États, Louvre",Unknown,99,76
845,October Festival evening outside the walls of Rome,http://commons.wikimedia.org/wiki/Special:FilePath/Oktoberfesten%20Rom.%201839..jpg,Wilhelm Marstrand,1839,canvas,Thorvaldsen Museum,Thorvaldsen Museum,Unknown,90.9,123
46,Liberty Leading the People,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Libert%C3%A9%20guidant%20le%20peuple%20-%20Eug%C3%A8ne%20Delacroix%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%20129%20-%20apr%C3%A8s%20restauration%202024.jpg,Eugène Delacroix,1830,oil paint,Department of Paintings of the Louvre,Room 700,Paris,260,325
1069,San Marco Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/TotalPalaSanMarco.jpg,Fra Angelico,1500,tempera,Museum of San Marco,Museum of San Marco,Unknown,220,227
524,"The Story of Nastagio Degli Onesti, part three",http://commons.wikimedia.org/wiki/Special:FilePath/Sandro%20Botticelli%20075.jpg,Sandro Botticelli,1483,tempera,Museo del Prado,Museo del Prado,Unknown,84,142
1169,Infanta Margarita Teresa in a Pink Dress,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20026.jpg,Juan Bautista Martínez del Mazo,1660,canvas,Museo del Prado,Prado Hall 012,Unknown,212,147
679,Resurrection of Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Rafael%20-%20ressureicaocristo01.jpg,Raphael,1500,wood,São Paulo Museum of Art,São Paulo Museum of Art,Unknown,52,44
627,Poppy Field near Vétheuil,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Champ%20de%20coquelicots%20pr%C3%A8s%20de%20V%C3%A9theuil.jpg,Claude Monet,1879,canvas,Collection of Max Emden,Kunsthaus Zürich,Vétheuil,73,92
534,The Hunters in the Snow,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20the%20Elder%20-%20Hunters%20in%20the%20Snow%20%28Winter%29%20-%20Google%20Art%20Project.jpg,Pieter Brueghel the Elder,1565,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,117,162
466,Colonel Guy Johnson and Karonghyontye,http://commons.wikimedia.org/wiki/Special:FilePath/Guy%20Johnson%20by%20Benjamin%20West.jpg,Benjamin West,1776,canvas,National Gallery of Art,National Gallery of Art,Unknown,202,138
644,Le Café-concert aux ambassadeurs,http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Germain%20Hilaire%20Degas%20038.jpg,Edgar Degas,1876,pastel,Museum of Fine Arts of Lyon,Museum of Fine Arts of Lyon,Unknown,37,27
1132,Shepherd with a Flute,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20-%20Boy%20with%20a%20pipe%20-%20Windsor%20Castle.jpg,Titian,1510,canvas,Royal Collection,Windsor Castle,Unknown,62.4,49.2
614,The Swing,http://commons.wikimedia.org/wiki/Special:FilePath/Fragonard%2C%20The%20Swing.jpg,Jean-Honoré Fragonard,1767,canvas,The Wallace Collection,The Wallace Collection,Unknown,81,64.2
61,Virgin and Child with Saint Anne,http://commons.wikimedia.org/wiki/Special:FilePath/Masolino%2C%20Masaccio%2C%20Virgin%20and%20Child%20with%20Saint%20Anne%2C%20c1424-25%2C%20Uffizi.jpg,Masolino da Panicale,1424,panel,Uffizi Gallery,Uffizi Gallery,Unknown,175,103
93,Et in Arcadia ego,http://commons.wikimedia.org/wiki/Special:FilePath/Et-in-Arcadia-ego.jpg,Guercino,1618,oil paint,Galleria Nazionale d'Arte Antica,Galleria Nazionale d'Arte Antica,Unknown,78,89
553,Lamentation over the Dead Christ with Saints,http://commons.wikimedia.org/wiki/Special:FilePath/Botticelli%2C%20compianto%20di%20milano.jpg,Sandro Botticelli,1495,panel,Museo Poldi Pezzoli,Chiesa di Santa Maria Maggiore,Unknown,106,71
195,The Triumph of Bacchus,http://commons.wikimedia.org/wiki/Special:FilePath/Vel%C3%A1zquez%20-%20El%20Triunfo%20de%20Baco%20o%20Los%20Borrachos%20%28Museo%20del%20Prado%2C%201628-29%29.jpg,Diego Velázquez,1628,canvas,Museo del Prado,Royal Palace of Madrid,Unknown,165,225
281,Spring,http://commons.wikimedia.org/wiki/Special:FilePath/Alma%20Tadema%20Spring.jpg,Lawrence Alma-Tadema,1894,oil paint,J. Paul Getty Museum,Getty Center,Unknown,178.4,80.3
360,Isabella,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Everett%20Millais%20-%20Isabella.jpg,John Everett Millais,1849,canvas,Walker Art Gallery,Walker Art Gallery,Unknown,103,142.8
520,Cupid Disarmed,http://commons.wikimedia.org/wiki/Special:FilePath/Watteau%20L%27Amour%20d%C3%A9sarm%C3%A9%20Mus%C3%A9e%20Cond%C3%A9.jpg,Jean-Antoine Watteau,1715,canvas,Condé Museum,Condé Museum,Unknown,47,38
1158,After a Bath. Woman Drying the Back of her Neck.,http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Germain%20Hilaire%20Degas%20045.jpg,Edgar Degas,1895,pastel,Musée d'Orsay,Musée d'Orsay,Unknown,62.5,65
891,Tiger in a Tropical Storm,http://commons.wikimedia.org/wiki/Special:FilePath/Surprised-Rousseau.jpg,Henri Rousseau,1891,oil paint,National Gallery,National Gallery,Unknown,128.9,161.9
183,Les Gentilshommes du Duc d'Orléans,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20gentilhommes%20du%20duc%20d%E2%80%99Orl%C3%A9ans.jpg,Henri Félix Emmanuel Philippoteaux,1839,oil paint,Musée Nissim de Camondo,Musée Nissim de Camondo,Unknown,59,91
111,Midwinter's Sacrifice,http://commons.wikimedia.org/wiki/Special:FilePath/Midvinterblot%20%28Carl%20Larsson%29%20-%20Nationalmuseum%20-%20edited.jpg,Carl Larsson,1915,oil paint,Nationalmuseum,Nationalmuseum,Unknown,640,1360
1261,Our Lady of the Don,http://commons.wikimedia.org/wiki/Special:FilePath/Feofan%20Donskaja.jpg,Theophanes the Greek,1382,panel,Tretyakov Gallery,Tretyakov Gallery,Unknown,86,68
723,The Crucifixion of Saint Andrew,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20The%20Crucifixion%20of%20Saint%20Andrew%20-%201976.2%20-%20Cleveland%20Museum%20of%20Art.tiff,Caravaggio,1607,canvas,Cleveland Museum of Art,Cleveland Museum of Art,Unknown,202.5,152.7
205,Suzanne Manet Playing the Piano,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Manet%20-%20Madame%20Manet%20ou%20Piano.jpg,Édouard Manet,1868,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,38,46.5
1093,The Tempest,http://commons.wikimedia.org/wiki/Special:FilePath/Giorgione%2C%20The%20tempest.jpg,Giorgione,1506,oil paint,Vendramin Collection,Q81687031,Unknown,82,73
989,The Death of Hyacinthos,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Death%20of%20Hyacinthos.jpg,Jean Broc,1801,oil paint,Musée Sainte-Croix,Louvre-Lens,Unknown,175,120
546,Mountain Landscape with Rainbow,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20020.jpg,Caspar David Friedrich,1809,canvas,Museum Folkwang,Museum Folkwang,Unknown,69,102
788,Bullfight. Wounded Picador,http://commons.wikimedia.org/wiki/Special:FilePath/Fortuny%20Corrida%20de%20toros.jpg,Mariano Fortuny Marsal,1867,canvas,Museu Nacional d'Art de Catalunya,Museu Nacional d'Art de Catalunya,Unknown,80.5,140.7
706,La Pendule noire (The Black Marble Clock),http://commons.wikimedia.org/wiki/Special:FilePath/La%20Pendule%20noire%2C%20par%20Paul%20C%C3%A9zanne.jpg,Paul Cézanne,1869,canvas,Collection Stavros Niarchos,Collection Stavros Niarchos,Unknown,54,74
1263,The Vision of the Blessed Gabriele,http://commons.wikimedia.org/wiki/Special:FilePath/Crivelli%2C%20beato%20gabriele%20ferretti.jpg,Carlo Crivelli,1489,tempera,National Gallery,San Francesco ad Alto,Unknown,141,87
809,Cottage at East Bergholt,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Constable%20-%20Cottage%20at%20East%20Bergholt.jpg,John Constable,1833,oil paint,Lady Lever Art Gallery,Lady Lever Art Gallery,Unknown,87.5,112
184,Luncheon on the Grass,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20Luncheon%20on%20the%20Grass%20-%20Google%20Art%20Project.jpg,Édouard Manet,1863,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,208,264.5
138,Landscape with a Carriage and a Train,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Landscape%20with%20Carriage%20and%20Train%20in%20the%20Background%20%281890%29.jpg,Vincent van Gogh,1890,canvas,Pushkin Museum of Fine Arts,Pushkin Museum of Fine Arts,Auvers-sur-Oise,72,90.5
1309,Preparation of Christ's Tomb,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Grabbereitung%20Christi%20-%20Gem%C3%A4ldegalerie%20Berlin%20-%205652295.jpg,Vittore Carpaccio,1505,canvas,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,145,185
81,Light and Colour (Goethe's Theory) – The Morning after the Deluge – Moses Writing the Book of Genesis,http://commons.wikimedia.org/wiki/Special:FilePath/Unmatinapresledeluge.jpg,J. M. W. Turner,1843,oil paint,National Gallery,Tate,Unknown,78.7,78.7
1076,Portrait of a Young Woman,http://commons.wikimedia.org/wiki/Special:FilePath/Raffael%20043.jpg,Raphael,1507,panel,Galleria Nazionale delle Marche,Palazzo Ducale,Unknown,65.2,48
970,Portrait of a Young Man with an Apple,http://commons.wikimedia.org/wiki/Special:FilePath/Raffaello%20Sanzio%20%28Urbino%201483%20-%20Roma%201520%29%20-%20Ritratto%20di%20giovane%20con%20pomo%20-%208760%20-%20Uffizi%20Gallery.jpg,Raphael,1504,oil paint,Galleria Palatina,Hall of Saturn,Unknown,48,35.5
542,The Embarkation for Cythera,http://commons.wikimedia.org/wiki/Special:FilePath/L%27Embarquement%20pour%20Cyth%C3%A8re%2C%20by%20Antoine%20Watteau%2C%20from%20C2RMF%20retouched.jpg,Jean-Antoine Watteau,1717,canvas,Department of Paintings of the Louvre,Room 917,Unknown,1.29,1.94
585,St Peter,http://commons.wikimedia.org/wiki/Special:FilePath/Giotto%20di%20Bondone%20-%20St%20Peter%201%20-%20WGA09157.jpg,Giotto,1291,fresco,Basilica of San Francesco d'Assisi,Upper Basilica of San Francesco d'Assisi,Unknown,50,50
481,Queen Isabel la Católica dictating her last will and testament,http://commons.wikimedia.org/wiki/Special:FilePath/Do%C3%B1a%20Isabel%20la%20Cat%C3%B3lica%20dictando%20su%20testamento%20%28Rosales%29.jpg,Eduardo Rosales,1864,oil paint,Museo de la Trinidad,Museo del Prado,Unknown,287,398
166,Heller Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/HMF%20Duerer%20Gruenewald%20Harrich%20Heller-Altar%20DSC%206312.jpg,Albrecht Dürer,1610,fir panel,Munich Residence,Historical Museum Frankfurt,Unknown,189,138
249,Apollo and Daphne,http://commons.wikimedia.org/wiki/Special:FilePath/Pollaiolo%2C%20Piero%20del%20-%20Apollo%20and%20Daphne.jpg,Piero del Pollaiuolo,1470,oil paint,National Gallery,Italian paintings - room 59,Unknown,29.5,20
308,Vision of a Knight,http://commons.wikimedia.org/wiki/Special:FilePath/RAFAEL%20-%20Sue%C3%B1o%20del%20Caballero%20%28National%20Gallery%20de%20Londres%2C%201504.%20%C3%93leo%20sobre%20tabla%2C%2017%20x%2017%20cm%29.jpg,Raphael,1504,tempera,National Gallery,National Gallery,Unknown,17,17
933,The Painter's Studio,http://commons.wikimedia.org/wiki/Special:FilePath/Courbet%20LAtelier%20du%20peintre.jpg,Gustave Courbet,1850,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,361,598
590,David with the Head of Goliath,http://commons.wikimedia.org/wiki/Special:FilePath/David%20with%20the%20Head%20of%20Goliath-Caravaggio%20%281610%29.jpg,Caravaggio,1605,oil paint,Galleria Borghese,Galleria Borghese,Unknown,125,101
335,Madonna of Jacob Floreins,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Vierge%20et%20l%27Enfant%20entre%20saint%20Jacques%20et%20saint%20Dominique%20-%20Hans%20Memling%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%20215.jpg,Hans Memling,1485,oak panel,Department of Paintings of the Louvre,Room 818,Unknown,130,160
98,The Battle of Alexander at Issus,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20Altdorfer%20-%20Schlacht%20bei%20Issus%20%28Alte%20Pinakothek%2C%20M%C3%BCnchen%29%20-%20Google%20Art%20Project.jpg,Albrecht Altdorfer,1529,lime panel,Bavarian State Painting Collections,"Alte Pinakothek, upper floor, gallery I",Unknown,158.4,120.3
941,Mother Lacing Her Bodice beside a Cradle,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20de%20Hooch%20%281629%20-%20in%20oder%20nach%201679%29%20-%20The%20Mother%20-%20820B%20-%20Gem%C3%A4ldegalerie.jpg,Pieter de Hooch,1661,canvas,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,92,100
746,Adoration of the Magi,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20Angelico%20Adoration.jpg,Fra Angelico,1430,poplar panel,Samuel H. Kress Collection,Doughty House,Unknown,137.2,137.2
985,Ansidei Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/PalaAnsidei.jpg,Raphael,1505,panel,National Gallery,National Gallery,Unknown,209.6,148.6
925,Susanna and the Elders,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20paul%20rubens%2C%20susanna%20e%20i%20vecchioni%2C%201605-07%20%28cropped%29.jpg,Peter Paul Rubens,1606,oil paint,Galleria Borghese,Galleria Borghese,Unknown,94,66
839,Achille Emperaire,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20C%C3%A9zanne%20-%20Achille%20Emperaire%20-%20Google%20Art%20Project.jpg,Paul Cézanne,1867,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,200,122
1183,The Body of Abel Found by Adam and Eve,http://commons.wikimedia.org/wiki/Special:FilePath/Blake-Abel.jpg,William Blake,1826,mahogany wood,National Gallery,Tate Britain,Unknown,43.3,32.5
997,The Disrobing of Christ,http://commons.wikimedia.org/wiki/Special:FilePath/El%20Expolio%2C%20por%20El%20Greco.jpg,El Greco,1578,canvas,Toledo Cathedral,Toledo Cathedral,Unknown,285,173
1199,Adoration of the Magi,http://commons.wikimedia.org/wiki/Special:FilePath/Adoration%20of%20the%20Magi%20by%20Artemisia%20Gentileschi.jpg,Artemisia Gentileschi,1636,canvas,Pozzuoli Cathedral,Pozzuoli Cathedral,Unknown,311,206
303,Terranuova Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Raffael%20%281483%20-%201520%29%20-%20The%20Virgin%20and%20Child%20with%20the%20Infant%20St.%20John%20-%20Terranuova%20Madonna%20-%20247A%20-%20Gem%C3%A4ldegalerie.jpg,Raphael,1505,oil paint,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,87,87
1232,Syndics of the Drapers' Guild,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20De%20Staalmeesters-%20het%20college%20van%20staalmeesters%20%28waardijns%29%20van%20het%20Amsterdamse%20lakenbereidersgilde%20-%20Google%20Art%20Project.jpg,Rembrandt,1662,oil paint,Rijksmuseum,Gallery of Honour,Unknown,191.5,279
389,A Burial at Ornans,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Courbet%20-%20A%20Burial%20at%20Ornans%20-%20Google%20Art%20Project.jpg,Gustave Courbet,1841,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,3.15,6.68
236,Saint Sebastian and Saint Apollonia,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat87g.jpg,Pietro Perugino,1510,tempera,Department of Paintings of the Louvre,Museum of Grenoble,Unknown,172,96
1177,Portrait of Don Luis de Góngora,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Rodr%C3%ADguez%20de%20Silva%20y%20Vel%C3%A1zquez%20-%20Luis%20de%20G%C3%B3ngora%20y%20Argote%20-%20Google%20Art%20Project.jpg,Diego Velázquez,1622,oil paint,Museum of Fine Arts Boston,Museum of Fine Arts Boston,Unknown,50,40
870,La Chasse aux lions,http://commons.wikimedia.org/wiki/Special:FilePath/Delacroix%20-%20La%20Chasse%20aux%20lions%2C%201855.jpg,Eugène Delacroix,1855,oil paint,Musée des Beaux-Arts de Bordeaux,Musée des Beaux-Arts de Bordeaux,Unknown,175,360
306,Saint Matthew and the Angel,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20%28Michelangelo%20Merisi%29%20%281571%20-%201610%29%20-%20The%20Evangelist%20Matthew%20-%20365%20-%20Gem%C3%A4ldegalerie.jpg,Caravaggio,1602,oil paint,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Italy,232,183
943,Portrait of Adèle Besson,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20-%20Ad%C3%A8le%20Besson.jpg,Pierre-Auguste Renoir,1918,oil paint,National Museum of Modern Art,Musée des Beaux-Arts et d'Archéologie de Besançon,Cagnes-sur-Mer,41,36.8
1075,Tahitian Women on the Beach,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20056.jpg,Paul Gauguin,1890,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,69,91.5
